URL,Original,Corrected
https://hinative.com/questions/23869219,1. I agree you will go to the UK.,1. I agree with you going to the UK.
https://hinative.com/questions/23869219,2. I agree you will buy the big car.,2. I agree with you buying the big car.
https://hinative.com/questions/23869219,3. I agree you will enter the college.,3. I agree with you going to college.
https://hinative.com/questions/23869139,You have completely forgotten that give me a good night kiss.,You have completely forgotten to give me a good night kiss.
https://hinative.com/questions/23869126,"“I know drum is boring when you only practice on a rubber pad at your first month of it, but when you go on a real drum, that’s when things starts to get very fun. You should stick to it until then, not quitting drum.”","“I know drums are boring when you only practice on a rubber pad during your first month of playing. But when you get on a real drum kit, that’s when things starts to get very fun. You should stick to it until then, instead of quitting.”"
https://hinative.com/questions/23869126,"“I know drum is boring when you only practice on a rubber pad at your first month of it, but when you go on a real drum, that’s when things starts to get very fun. You should stick to it until then, not quitting drum.”","“I know drums are boring when you only practice on a rubber pad during your first month of playing. But when you get on a real drum kit, that’s when things starts to get very fun. You should stick to it until then, instead of quitting.”"
https://hinative.com/questions/23869118,“Drum is the most funnest instrument I’ve ever played.,“Drums are the funnest instrument I’ve ever played.
https://hinative.com/questions/23869118,"I played the guitar, bass, and drum, but drum was the top.","I played the guitar, bass, and drums, but drums were my favorite."
https://hinative.com/questions/23869118,“Drum is the most funnest instrument I’ve ever played.,“Drums are the funnest instrument I’ve ever played.
https://hinative.com/questions/23869118,"I played the guitar, bass, and drum, but drum was the top.","I played the guitar, bass, and drums, but drums were my favorite."
https://hinative.com/questions/23869119,A: What is the most fun thing that you’ve ever had.,A: What is the most fun thing that you’ve ever done?
https://hinative.com/questions/23869119,But I’d say it’s watching a NBA game.,But I’d say it’s watching an NBA game.
https://hinative.com/questions/23869067,What I eat for breakfast is only a couple of choices.,I only have a couple of different choices of things to eat for breakfast. I only have a couple of different choices of breakfast foods.
https://hinative.com/questions/23869063,I went to the groomers carry my dog in the evening.,I carried my dog to the groomers this/yesterday evening.
https://hinative.com/questions/23869042,I started learning English first time in 15 years.,I started learning English for the first time in 15 years.
https://hinative.com/questions/23869042,"When I was speaking English recently, I always said “me too“, because I couldn’t remained any other words.","When I was speaking English recently, I kept saying “me too“, because I couldn’t remember any other words."
https://hinative.com/questions/23869037,Today I went to Costco for the first time in few years.,Today I went to Costco for the first time in a few years.
https://hinative.com/questions/23869037,"I bought steak and salad ,so it is very delicious.",I bought steak and salad which are delicious.
https://hinative.com/questions/23869037,Today I went to Costco for the first time in few years.,Today I went to Costco for the first time in a few years.
https://hinative.com/questions/23869037,"I bought steak and salad ,so it is very delicious.",I bought steak and salad which are delicious.
https://hinative.com/questions/23869000,I will do study on the weekend.,I will study on the weekend.
https://hinative.com/questions/23869000,I do a many study on weekend.,I study a lot on the weekend.
https://hinative.com/questions/23868961,I started writing diary today.,I started writing a diary today.
https://hinative.com/questions/23868954,Isn't daddy comming home early today?,Isn't daddy coming home early today?
https://hinative.com/questions/23868947,I supposed to study when I got home.,I was supposed to study when I got home.
https://hinative.com/questions/23868947,but I was sleepy 😴  and now I will go straight to study cafe after work !!,but I was sleepy 😴  and now I will go straight to a study cafe after work !!
https://hinative.com/questions/23868947,I felt down after sleeping.,Since I felt down after sleeping.
https://hinative.com/questions/23868918,"Speaking of Japanese first names, there is a trend depending on the generation.","Speaking of Japanese first names, there are naming trends depending on the generation."
https://hinative.com/questions/23868918,So we can guess whether the person is old or young from his or her name.,So we can often guess whether the person is old or young solely from his or her name.
https://hinative.com/questions/23868899,I saw the article that says the demand for masks has finally become small.,I read an article that stated the demand for masks has grown smaller.
https://hinative.com/questions/23868899,I guess many people will spend without masks this coming summer.,I guess many people will spend next summer without masks.
https://hinative.com/questions/23868900,It doesn’t feel like rain,It doesn't look like it's going to rain.
https://hinative.com/questions/23868900,It doesn’t feel like rain,It doesn't look like it's going to rain.
https://hinative.com/questions/23868877,All I have to do is adapt their culture.,All I have to do is adapt to their culture.
https://hinative.com/questions/23868865,How much is the rent of where you live now?,How much is the rent where you live now?
https://hinative.com/questions/23868864,It's now less than a month until the day l’m going to go on a working holiday.,It's now less than a month until the day l leave to go on a working holiday.
https://hinative.com/questions/23868864,"I have to study English more harder, but I'm not motivated.","I really need to study English harder, but I haven't been motivated."
https://hinative.com/questions/23868765,How did that bring up?,A: How did that come up?
https://hinative.com/questions/23868727,I support to making cakes.,I support making cakes.
https://hinative.com/questions/23868649,1. Offering my time to help others makes me a better person and let’s me know more about our life.,1. Offering my time to help others makes me a better person and let’s me know more about our lives.
https://hinative.com/questions/23868649,2. Sparing my time to help others makes me a better person and let’s me know more about our life.,2.Putting time aside to help others makes me a better person and let’s me know more about our lives.
https://hinative.com/questions/23868649,1. Offering my time to help others makes me a better person and let’s me know more about our life.,1. Offering my time to help others makes me a better person and lets me know more about our life.
https://hinative.com/questions/23868649,2. Sparing my time to help others makes me a better person and let’s me know more about our life.,2. Sparing my time to help others makes me a better person and lets me know more about our life.
https://hinative.com/questions/23868633,"It’s supposed to be warm outside, but I feel chilly staying inside the house.","It’s supposed to be warm outside, but I feel chilly when i'm staying inside the/my house."
https://hinative.com/questions/23868644,"Today, I talked with an English learners friend on zoom in the morning.","Today, I talked with my English learner friend on zoom in the morning."
https://hinative.com/questions/23868644,Every time I’m straggling with English conversation but I appreciate her who has a kindly mind and she always found out my feelings.,I always  struggling with English conversation but I appreciate her (this friend) who has a kind heart and always found out my feelings.
https://hinative.com/questions/23868644,After that I went to the gardening shop and bought some summer vegetables seedlings.,"After that, I went to the gardening shop and bought some summer vegetables seedlings."
https://hinative.com/questions/23868644,I haven't been familiar with growing vegetables before but I often look up in the internet or YouTube.,I haven't been familiar with growing vegetables before but I often get helped by the internet or YouTube.
https://hinative.com/questions/23868644,I’ve been learning about several vegetables things and and gaining my experience of every year.,I’ve been learning about several vegetables things and growing my experience every year.
https://hinative.com/questions/23868644,I would like to say it’s the same my English learning.,I would like to say it’s the same with my English learning.
https://hinative.com/questions/23868644,I wonder if how much my English seedlings has grown now 🍀,I wonder how much my English seedlings has grown up until now 🍀
https://hinative.com/questions/23868622,I like anime and aften watch anime,I like anime and often watch anime.
https://hinative.com/questions/23868622,"My favorite animal are ""Space brothers"",""Gintama"" ,""Full Metal Alchemist"",""SPY×Family"" and ""Shokugeki no Soma"" etc…","My favorite anime's are: ""Space brothers"",""Gintama"" ,""Full Metal Alchemist"",""SPY×Family"" and ""Shokugeki no Soma"" etc…"
https://hinative.com/questions/23868622,"I like anime genres about battle, comedy, and cooking","I like anime genres about battle, comedy, and cooking!"
https://hinative.com/questions/23868622,Battle anime really lifts me up,"Battle anime really lifts me up,"
https://hinative.com/questions/23868622,Comedy anime makes me forget my negative feelings,"Comedy anime makes me forget my negative feelings,"
https://hinative.com/questions/23868622,Cooking anime makes curiosity about food and makes me want to experience a different culture.,and cooking anime makes me curious about food and makes me want to experience a different cultural foods/cultures.
https://hinative.com/questions/23868622,I realized that anime is an important part of Japanese culture.,I realize that anime is also an important part of Japanese culture.
https://hinative.com/questions/23868609,I only have to accept it.,I just have to accept it.
https://hinative.com/questions/23868597,"I got off early so I couldn’t have been late, but I was just slacking.","I got off early so I shouldn't have been late, but I was just slacking."
https://hinative.com/questions/23868597,"I got off early so I couldn’t have been late, but I was just slacking.","I got off early so I shouldn't have been late, but I was just slacking."
https://hinative.com/questions/23868504,"Barometric low pressure is supposed to be good for subduing vertigo because it widens blood vessels, then why does my vertigo get worse when low pressure approaches?","If barometric low pressure is supposed to be good for subduing vertigo because it widens blood vessels, then why does my vertigo get worse when low pressure approaches?"
https://hinative.com/questions/23868297,"I usually lose the direction especially when driving , because I don't have a sense of finding the direction.","I often lose the direction especially while driving , because I don't have the sense of finding a direction."
https://hinative.com/questions/23868292,I can't imagine me going on a day without having a smart phone.,I can't imagine going one day without a smart phone.
https://hinative.com/questions/23868235,Can I get a tall size decaf iced vanilla latte please?,"Can I get a tall, decaf, iced vanilla latte please?"
https://hinative.com/questions/23868235,And with just one pump of syrup.,And just one pump of syrup please.
https://hinative.com/questions/23868235,Can I get a tall size decaf iced vanilla latte please?,"Can I get a tall, decaf, iced vanilla latte please?"
https://hinative.com/questions/23868235,And with just one pump of syrup.,And just one pump of syrup please.
https://hinative.com/questions/23868235,Can I get a tall size decaf iced vanilla latte please?,May I please have a decaf iced vanilla latte in a tall size with just one pump of syrup? Thank you!
https://hinative.com/questions/23868235,And with just one pump of syrup.,
https://hinative.com/questions/23868191,Today I went to the assigned university to take an IT-related exam.,"Today, I went to the university where I was assigned to take an IT-related exam."
https://hinative.com/questions/23868191,It was the first time I went to the university and it was a very beautiful building.,It was my first time at the university and the building where we took the test was very beautiful.
https://hinative.com/questions/23868165,I used to go to a gym to train my muscle before the pandemic.,I used to go to a gym to lift weights before the pandemic.
https://hinative.com/questions/23868165,"However, all the gyms near my house were temporally closed as a countermeasure to Covid-19.","However, all the gyms near my house were temporally closed to prevent the spread of COVID-19."
https://hinative.com/questions/23868165,"So, I bought a dumbbell and a bench to exercise in my room.","So, I bought some dumbbells and a weight bench to exercise in my room."
https://hinative.com/questions/23868165,"I want to restart training in a gym in a short time, but I have one thing to worry about.","I want to get back to the gym soon, but now I have something to worry about."
https://hinative.com/questions/23868165,"During the period of training alone in my room, I’ve got a habit of yelling when I push up my dumbbell.","While I was training alone in my room, I got into the habit of yelling when I lift."
https://hinative.com/questions/23868165,I’ll be embarrassed if I do so in front of others.,I’ll be embarrassed if I yell in front of others.
https://hinative.com/questions/23868165,I used to go to a gym to train my muscle before the pandemic.,"Before the pandemic, I used to go to a gym to train my muscles."
https://hinative.com/questions/23868165,"However, all the gyms near my house were temporally closed as a countermeasure to Covid-19.","However, all the gyms near my house were temporarily closed to prevent the spreading of Covid-19."
https://hinative.com/questions/23868165,"I want to restart training in a gym in a short time, but I have one thing to worry about.","I want to start training in a gym again soon, but I have one thing that I am worried about."
https://hinative.com/questions/23868165,"During the period of training alone in my room, I’ve got a habit of yelling when I push up my dumbbell.","During the period of training alone in my room, I’ve gotten into a habit of yelling when I push up my dumbbell."
https://hinative.com/questions/23868018,Electronic kettle?,Electric kettle?
https://hinative.com/questions/23868018,Electronic hot water pot?,
https://hinative.com/questions/23868002,There was a trouble today.,There was trouble today.
https://hinative.com/questions/23868002,There was a trouble today.,There was some trouble today.
https://hinative.com/questions/23867982,She doesn't know why her infertility is caused.,"She doesn't know the cause of her infertility.
Note: You don't need to use why unless you are asking the question to someone like a doctor for example."
https://hinative.com/questions/23867917,He talked about you sometimes.,He talks about you sometimes.
https://hinative.com/questions/23867794,"I couldn't do it when I was in high school, could I?","I couldn't have done it when I was in high school, could I have?"
https://hinative.com/questions/23867633,"I am not a saint, I am complaining sometimes too, but I am not doing it 24/7.","I am not a saint, I complain sometimes too, but I am not doing it 24/7."
https://hinative.com/questions/23867633,I don't like people who always complaining about everything.,I don't like people who are always complaining about everything.
https://hinative.com/questions/23867633,"I am not a saint, I am complaining sometimes too, but I am not doing it 24/7.","I am not a saint, I complain sometimes too, but I don't do it 24/7."
https://hinative.com/questions/23867620,"When you ask if you can meet other gf or not,","When you ask your gf if you can meet with other gf or not,"
https://hinative.com/questions/23867620,"if She answer that you can meet other gf,","if she answers that you can meet with other gf,"
https://hinative.com/questions/23867620,It's sure that your relationship with her end,It's for sure that your relationship with her has ended.
https://hinative.com/questions/23867599,Why didn't you make sure if your relationship  with her really end or not,Why didn't you make sure if your relationship  with her had really ended or not.
https://hinative.com/questions/23867454,The water is the basis of life and the source .,Water is the source and basis of life.
https://hinative.com/questions/23867432,"I’ve worked as a golf caddie part-time when I was in high school, but never played golf itself so far.","I’ve worked as a part-time golf caddie when I was in high school, but never played golf so far."
https://hinative.com/questions/23867305,"The only TV show I watch is called ""Crazy Journey.","The only TV show I watch is called ""Crazy Journey”."
https://hinative.com/questions/23867305,It is a very interesting program that features people who have a unique view of the world that is different from the average person.,"It is a very interesting show that features people who have a unique view of the world, one that is different from the average person."
https://hinative.com/questions/23867305,"It is ""Armageddon.","It is ""Armageddon”."
https://hinative.com/questions/23867305,"It was different from the impression I had when I saw it in the past, and I was very impressed.","My impression was different from the one I had when I saw it in the past, and I was very impressed."
https://hinative.com/questions/23867305,"The only TV show I watch is called ""Crazy Journey.","The only TV show I watch is called ""Crazy Journey."""
https://hinative.com/questions/23867305,"It is ""Armageddon.","The movie was (called) ""Armageddon."""
https://hinative.com/questions/23867305,"It was different from the impression I had when I saw it in the past, and I was very impressed.","It was different from the impression I had of it in the past, but I really enjoyed it."
https://hinative.com/questions/23867305,I may get addicted to watching movies.,I might get into watching movies more often.
https://hinative.com/questions/23867265,The actress always appear on movie with handsome actors,The actress always appears in movie with handsome actors
https://hinative.com/questions/23867265,The actress always appear on movie with handsome actors,The actress always appears in movies with handsome actors.
https://hinative.com/questions/23867265,The actress always appear on movie with handsome actors,The actress always appears in movies with handsome actors
https://hinative.com/questions/23867265,The actress always appear on movie with handsome actors,The actress always appears in movie with handsome actors
https://hinative.com/questions/23867141,There are two seater seats and single seats in a bus.,There are two-person seats and single seats in a bus.
https://hinative.com/questions/23867100,"Dear my iPhone, I've been using you for almost 10 years, and I can't imagine my life without you.","[My dear]/[Dear] iPhone, I've been using you for almost 10 years, and I can't imagine my life without you."
https://hinative.com/questions/23867036,"I know it is hard to get used to life in Japan, so if you have any questions, please do not hesitate to ask me. I am looking forward to your success.","I know it’s hard to get used to life in Japan, so if you have any questions, please don’t hesitate to ask me. I’m looking forward to your success."
https://hinative.com/questions/23866998,"As I get older, I often choke when I drink something.","As I’ve gotten older, I often choke when I drink things."
https://hinative.com/questions/23866967,I want to get some fresh air in.,I want to let some fresh air in.
https://hinative.com/questions/23866852,I'm afraid but the leak about the confidential information from the US army seems to be real.,I'm afraid the leaked information from the US army seems to be real.
https://hinative.com/questions/23866852,The suspicion seemed to do that from his very childish self-assertive motivation.,The suspicion seemed to be due to his very childish self-assertive motivation. [@ kinesis2011 I don't know if this is your intended meaning. I hope I didn't change it too much]
https://hinative.com/questions/23866852,"Since it shows that the US can't control their information security, allies will be disappointed.","Since it shows that the US can't control its information security, allies will be disappointed."
https://hinative.com/questions/23866829,I saw a man in a school costume for girl at the station.,I saw a man in a girl’s school uniform at the station.
https://hinative.com/questions/23866829,He had got caught by police when I saw him.,He had gotten caught by police when I saw him.
https://hinative.com/questions/23866829,"According to twitter, he did touch a girl without permission on the train, he was just a molester.","According to twitter, he touched a girl without her permission on the train, he was a molester."
https://hinative.com/questions/23866824,"To be honest, I 'm not sure if we could make it in time for due date.","To be honest, I 'm not sure if we could make it BY THE DUE DATE."
https://hinative.com/questions/23866824,"To be honest, I 'm not sure if we could make it in time for due date.","To be honest, I 'm not sure if we could make it BY THE DUE DATE."
https://hinative.com/questions/23866789,"I woke up in the morning feeling sick, probably because I ate too many shrimp crackers before going to bed last night.","I woke up feeling sick, probably FROM EATING too many shrimp crackers before BED."
https://hinative.com/questions/23866789,"I woke up in the morning feeling sick, probably because I ate too many shrimp crackers before going to bed last night.",I woke up this morning feeling sick. It's probably because I ate too many shrimp crackers before going to bed last night.
https://hinative.com/questions/23866754,"I’m curious about other songs, but I’m getting lost interest in them soon, so I come back to the one.","I’m curious about other songs, but I quickly lose interest in them, so I come back to the same one."
https://hinative.com/questions/23866754,"I’m curious about other songs, but I’m getting lost interest in them soon, so I come back to the one.","I’m curious about other songs, but I quickly lose interest in them, so I come back to the same one."
https://hinative.com/questions/23866668,Could you please pick me up to the airport by car?,Could you please pick me up at the airport by car?
https://hinative.com/questions/23866668,Could you please pick me up to the airport by car?,Could you please drive me to the airport?
https://hinative.com/questions/23866658,I didn’t have much sleep last night in a hotel.,I didn’t get much sleep last night in the hotel.
https://hinative.com/questions/23866658,I worried about I would fall asleep in the training.,I worried that I would fall asleep in the training.
https://hinative.com/questions/23866658,I was nervous before I came to the training because the contents were totally new for me. I felt relieved after the first day training.,I was nervous before I came to the training because the information was totally new for me. I felt relieved after the first day training.
https://hinative.com/questions/23866658,There’re more days to go.,There are more days to go.
https://hinative.com/questions/23866655,"She's been playing the piano for fun since she was a kid, and now she's good enough to go pro.",She's been playing the piano since she was a kid and now she's good enough to become a pro.
https://hinative.com/questions/23866642,Do you need ride home?,Do you need a ride home?
https://hinative.com/questions/23866605,"B: Usually there is no traffic jam on Hokuriku Expressway, so I’d say 3 and a half to four hours.","B: Usually there is no traffic on Hokuriku Expressway, so I’d say 3 and a half to 4 hours."
https://hinative.com/questions/23866605,But it depends on if my sons are awake.,But it depends if my sons are awake.
https://hinative.com/questions/23866605,"If we travel in the daytime, we have to take a break for them many times and it would take about 5 hours.","If we travel in the daytime, we have to take many breaks for them and it would take about 5 hours."
https://hinative.com/questions/23866605,"B: Usually there is no traffic jam on Hokuriku Expressway, so I’d say 3 and a half to four hours.","B: Usually there is no traffic on Hokuriku Expressway, so I’d say 3 and a half to 4 hours."
https://hinative.com/questions/23866605,But it depends on if my sons are awake.,But it depends if my sons are awake.
https://hinative.com/questions/23866605,"If we travel in the daytime, we have to take a break for them many times and it would take about 5 hours.","If we travel in the daytime, we have to take many breaks for them and it would take about 5 hours."
https://hinative.com/questions/23866605,"If we travel in the daytime, we have to take a break for them many times and it would take about 5 hours.","If we travel in the daytime, we have to take a many breaks for them and it would take about 5 hours."
https://hinative.com/questions/23866573,My team got a mistake about accounting for work in the last financial year.,My team made an accounting mistake in the last financial year.
https://hinative.com/questions/23866573,I know it’s just an excuse but we’d been slammed at work.,"I know it’s just an excuse, but we’ve been slammed at work."
https://hinative.com/questions/23866573,When we talked about that problem one of them tried to walk away from responsibility.,"When we talked about the problem, one of them tried to walk away from responsibility."
https://hinative.com/questions/23866573,"Moreover he blamed me for it, even he had given me the green light.","He also blamed me for the mistake, even though he had given me the green light."
https://hinative.com/questions/23866525,"I saw a youtube video of foreign tourists coming to Japan, going to a Japanese restaurant, eating Japanese food and talking about Japan.","I saw a youtube video of tourists coming to Japan, going to a Japanese restaurant, eating Japanese food, and talking about Japan."
https://hinative.com/questions/23866525,"I understand that they like Japan to some extent since they come to Japan as tourists, but it is very nice to see foreigners talking passionately about Japan.","I already understand that they like Japan to some extent since they come to Japan as tourists, but it is especially nice to see foreigners talking passionately about Japan."
https://hinative.com/questions/23866517,I want this.,I want that.
https://hinative.com/questions/23866517,There is at ¥100 shop.,They have it at the dollar store.
https://hinative.com/questions/23866504,"He said no, pointing the sign.","He said no, pointing to the sign."
https://hinative.com/questions/23866504,"Two weeks later at home, she found out an ad in the newspaper for recruting for new staff at casino.","Two weeks later at home, she found an ad in the newspaper recruting for new staff at a casino."
https://hinative.com/questions/23866504,She will apply for the position and noted the information about that.,She applied for the position and noted information about it.
https://hinative.com/questions/23866504,Two months later.,
https://hinative.com/questions/23866504,She was working at reception.,"Two months later, she was working at the reception desk."
https://hinative.com/questions/23866504,There were crowded with a lot of people.,The casino was crowded. There were a lot of people.
https://hinative.com/questions/23866504,"She saw a man holiding an empty wallet, which made her sad.",She saw a man holding an empty wallet which made her sad.
https://hinative.com/questions/23866504,"Later that night, young people were talking loudly and talk to her while she was on her way home in the dark street.","Later that night, young people were talking loudly and talking to her while she was on her way home in the dark street."
https://hinative.com/questions/23866504,"He said no, pointing the sign.","He said no, pointing to the sign."
https://hinative.com/questions/23866504,"Two weeks later at home, she found out an ad in the newspaper for recruting for new staff at casino.","Two weeks later at home, she found an ad in the newspaper recruting for new staff at a casino."
https://hinative.com/questions/23866504,She will apply for the position and noted the information about that.,She applied for the position and noted information about it.
https://hinative.com/questions/23866504,Two months later.,
https://hinative.com/questions/23866504,She was working at reception.,"Two months later, she was working at the reception desk."
https://hinative.com/questions/23866504,There were crowded with a lot of people.,The casino was crowded. There were a lot of people.
https://hinative.com/questions/23866504,"She saw a man holiding an empty wallet, which made her sad.",She saw a man holding an empty wallet which made her sad.
https://hinative.com/questions/23866504,"Later that night, young people were talking loudly and talk to her while she was on her way home in the dark street.","Later that night, young people were talking loudly and talking to her while she was on her way home in the dark street."
https://hinative.com/questions/23866445,“The fact of this sentence makes me sad.”,"“The content of this sentence makes me sad, though.”"
https://hinative.com/questions/23866445,“The fact of this sentence makes me sad.”,"“The content of this sentence makes me sad, though.”"
https://hinative.com/questions/23866409,I need to help my children prapare for going to school.,I need to help my children get ready to go to school.
https://hinative.com/questions/23866409,"The first child can prepare for school almost on his own, but I need to confirm if he doesn't forget something to bring to school.","The oldest child can get ready for school almost on his own, but I need to make sure he doesn't forget to bring something to school."
https://hinative.com/questions/23866409,He can't do things without my instruction.,He has to be told what to do.
https://hinative.com/questions/23866409,"The second child can't prepare for school by himself, so I need to do almost everything, but he tends to be eager to do things by himself.","The younger child can't get ready for school by himself, so I need to do almost everything, but he tends to be eager to do things by himself."
https://hinative.com/questions/23866409,"In this case, it takes longer time to finish preparetion.","So, it takes longer to finish getting ready."
https://hinative.com/questions/23866353,"In the current pension plan, the less young people is going to need to support the more old people pension life.","In the current pension plan, a diminishing number of young people will have to support a greater number of old people in retirement."
https://hinative.com/questions/23866353,"In the current pension plan, the less young people is going to need to support the more old people pension life.",The current pension plan requires fewer young people to support the retirement of more older people.
https://hinative.com/questions/23866398,I thought so too,That's what I also thought.
https://hinative.com/questions/23866381,I’m a little short of money this month,I’m a bit short on money this month
https://hinative.com/questions/23866381,이번 달에는 내가 돈이 좀 부족하다,이번 달 현금이 조금 부족해요
https://hinative.com/questions/23866381,Two plates are short,Two plates are short?
https://hinative.com/questions/23866381,I’m a little short of money this month,I'm a bit short of money this month
https://hinative.com/questions/23866381,Two plates are short,Two plates are not enough.
https://hinative.com/questions/23866395,“The dream of having a baby exists in a lot of couples.”,“Lots of couples dream of having a baby”
https://hinative.com/questions/23866395,“The dream of having a baby exists in a lot of couples.”,“Lots of couples dream of having a baby”
https://hinative.com/questions/23866395,“The dream of having a baby exists in a lot of couples.”,“The dream of having a baby exists in a lot of couples’ minds.”
https://hinative.com/questions/23866395,“The dream of having a baby exists in a lot of couples.”,“A lot of couples dream about having a baby.”
https://hinative.com/questions/23866391,I travel during spring or autumn.,I travel during spring or autumn
https://hinative.com/questions/23866391,Because it’s neither cold nor hot.,because it’s not too cold and not too hot.
https://hinative.com/questions/23866391,It’s the best time of the year,It’s the best time of the year.
https://hinative.com/questions/23866391,I travel during spring or autumn.,I travel during spring or autumn
https://hinative.com/questions/23866391,Because it’s neither cold nor hot.,because it’s not too cold and not too hot.
https://hinative.com/questions/23866391,It’s the best time of the year,It’s the best time of the year.
https://hinative.com/questions/23866284,"“In the morning, I put some water on my hair to make it flat.”",“I put some water on my hair to make it flat in the morning.”
https://hinative.com/questions/23866284,"“In the morning, I put some water on my hair to make it flat.”",“I put some water on my hair to make it flat in the morning.”
https://hinative.com/questions/23866328,The age when we can start receiving pension from Japanese gervernment is 65 years old.,The age at which we can begin receiving our pension from the Japanese government is 65 years old.
https://hinative.com/questions/23866328,The government has been extending the age recent years and the amount of pension per year is likely decreased in the future.,"In recent years, the government has been extending the age at which pension begins and the annual pension amount granted will likely be decreased in the future."
https://hinative.com/questions/23866328,The age when we can start receiving pension from Japanese gervernment is 65 years old.,The age when you can start receiving a pension from Japanese government is 65 years old.
https://hinative.com/questions/23866328,The government has been extending the age recent years and the amount of pension per year is likely decreased in the future.,"The government has been extending that age in recent years, and the pension amount per year is likely to be decreased in the future."
https://hinative.com/questions/23866280,“Sweat dampened all over my face.”,“My face broke out in a sweat.”
https://hinative.com/questions/23866280,“Sweat dampened all over my face.”,“My face broke out in a sweat.”
https://hinative.com/questions/23866242,My earphones have been broken for 2 weeks now and no sound.,My earphones have been broken for 2 weeks now. They have no sound.
https://hinative.com/questions/23866242,This was given to me by my family.,They were given to me by my family.
https://hinative.com/questions/23866242,I am having trouble because I use it for learning English everyday.,I am troubled because I use them for learning English everyday.
https://hinative.com/questions/23866242,My earphones have been broken for 2 weeks now and no sound.,My earphones have been broken for 2 weeks now with no sound coming out of them.
https://hinative.com/questions/23866242,This was given to me by my family.,They were given to me by my family.
https://hinative.com/questions/23866242,I am having trouble because I use it for learning English everyday.,This is bad for me because I use them for learning English everyday.
https://hinative.com/questions/23866242,I am looking for the manual but cannot find it.,I am looking for the manual but I cannot find it.
https://hinative.com/questions/23866222,Just I’m confused.,I’m just confused.  (OR It’s just that I’m confused)
https://hinative.com/questions/23866180,I had dream night about ex boyfriend.,"I had dream last night about my ex boyfriend,"
https://hinative.com/questions/23866180,And I feel confusing.,and I feel confused.
https://hinative.com/questions/23866175,I worked for this shop,I worked at this shop
https://hinative.com/questions/23866149,Escon Field is a new ballpark and opened this season.,Escon Field is a new ballpark that opened this season.
https://hinative.com/questions/23866149,The ballpark is the home of Hokkaido Nippon ham Fighters.,The ballpark is the home of the Hokkaido Nippon Ham Fighters.
https://hinative.com/questions/23866149,The team didn’t make a good start.,The team didn’t have a good start.
https://hinative.com/questions/23866149,"Because of that the attendance of last game was 16,000 and there were many empty seats.","Because of this, the attendance of its last game was 16,000 and there were many empty seats."
https://hinative.com/questions/23866149,"Their capacity is 35,000.","The capacity is 35,000."
https://hinative.com/questions/23866149,The ballpark is the home of Hokkaido Nippon ham Fighters.,The ballpark is the home of the Hokkaido Nippon ham Fighters.
https://hinative.com/questions/23866149,"They are 3-10, the last place of the Pacific League.","They are 3-10, the last place in the Pacific League."
https://hinative.com/questions/23866149,"Because of that the attendance of last game was 16,000 and there were many empty seats.","Because of that, the attendance at the last game was 16,000, and there were many empty seats."
https://hinative.com/questions/23866144,"Yesterday,I made presentation to board member about our project.","Yesterday, I made a presentation about our project for a board member."
https://hinative.com/questions/23866144,The board member approved the outline of the project and ordered me to improvr the material.,The board member approved the outline of the project and ordered me to improve the material.
https://hinative.com/questions/23866066,2. I like chemistry than other subjects.,2. I like chemistry more than other subjects.
https://hinative.com/questions/23866066,6.  wonder how animals talk to each other.,6.  I wonder how animals talk to each other.
https://hinative.com/questions/23866066,2. I like chemistry than other subjects.,2. I like chemistry more than other subjects.
https://hinative.com/questions/23866066,6.  wonder how animals talk to each other.,6.  I wonder how animals talk to each other.
https://hinative.com/questions/23866066,Tom got back to find the house has been done over.,Tom got back to find the house had been done over.
https://hinative.com/questions/23866066,2. I like chemistry than other subjects.,2. I like chemistry more than other subjects.
https://hinative.com/questions/23866066,6. wonder how animals talk to each other.,6. I wonder how animals talk to each other.
https://hinative.com/questions/23866053,3. Does he still hungry?,3. Is he still hungry?
https://hinative.com/questions/23866053,3. Does he still hungry?,3. Is he still hungry?
https://hinative.com/questions/23866019,2. The house hasn't occupied by anyone since her son left.,2. The house hasn't been occupied by anyone since her son left.
https://hinative.com/questions/23866019,"4. By the time the winner comes, most of the leaves have fallen off the tree.","4. By the time the winter comes, most of the leaves have fallen off the tree."
https://hinative.com/questions/23866019,7. World Cup was first held in Uruguay in 1930.,7. The World Cup was first held in Uruguay in 1930.
https://hinative.com/questions/23866019,2. The house hasn't occupied by anyone since her son left.,2. The house hasn't been occupied by anyone since her son left.
https://hinative.com/questions/23866019,"4. By the time the winner comes, most of the leaves have fallen off the tree.","4. By the time the winter comes, most of the leaves have fallen off the tree."
https://hinative.com/questions/23866019,7. World Cup was first held in Uruguay in 1930.,7. The World Cup was first held in Uruguay in 1930.
https://hinative.com/questions/23866049,"Moreover, they also announced to provide more budget if their sales increase more than ever.","Moreover, they also announced that they will provide more money if their sales increase more than ever."
https://hinative.com/questions/23866049,The increasing economic activity makes private companies more interested to donate for museums.,The increasing economic activity makes private companies more interested in donating to museums.
https://hinative.com/questions/23866049,"Moreover, they also announced to provide more budget if their sales increase more than ever.","Moreover, they also announced that they will provide more funding if their sales increase more than in prior years."
https://hinative.com/questions/23866018,"I couldn't know why I had cried, but I seemed to feel stressed out my new life in USA.","I didn’t know why I cried, but I seemed to feel stressed out about my new life in USA."
